name,neighbourhood_cleansed,room_type,price,review_scores_rating,number_of_reviews,latitude,longitude,minimum_nights,accommodates
La stanza dei cuori,Rifredi,Private room,$80.00,4.9,30,43.80409561966106,11.240532289589824,2,2
Characteristic flat in Santa Croce,Centro Storico,Entire home/apt,$132.00,4.84,93,43.77022849999999,11.2638705,2,4
La tana dell’Orso,Isolotto Legnaia,Entire home/apt,$92.00,4.88,58,43.7698469,11.2091978,3,3
Novella Bloom,Centro Storico,Entire home/apt,,5.0,1,43.7785873,11.2449848,3,4
the krikki cave,Centro Storico,Entire home/apt,,4.93,30,43.77305,11.26384,5,2
Appartamento a Firenze,Campo di Marte,Entire home/apt,$113.00,4.83,178,43.77520953016144,11.271075081005844,1,4
Appartamento in centro a Firenze,Centro Storico,Entire home/apt,$178.00,4.58,178,43.77604095916221,11.252120308598336,1,4
Charme Of Duomo,Centro Storico,Entire home/apt,$173.00,4.73,116,43.77203574530154,11.257896658335826,2,3
Appartamento Certosa di Firenze,Gavinana Galluzzo,Entire home/apt,$65.00,4.83,12,43.73316169811271,11.22599763906445,2,3
"Casa Lilium, casa tua a Firenze",Centro Storico,Entire home/apt,$143.00,4.99,84,43.77612,11.26361,2,5
Elegant Suite in the Heart of Florence,Centro Storico,Entire home/apt,,4.75,4,43.767238,11.2521578,31,3
Room in Firenze,Campo di Marte,Private room,$70.00,5.0,8,43.7670158870692,11.27568818628788,31,1
Appartamento moderno in San Lorenzo,Centro Storico,Entire home/apt,$163.00,4.96,212,43.77861412520153,11.254911124706268,2,3
Santa Croce amazing apartment,Centro Storico,Entire home/apt,$153.00,4.96,110,43.7686797,11.2632608,2,2
Casa Viola -Accogliente soggiorno vicino al centro,Rifredi,Entire home/apt,$100.00,4.96,73,43.79228373501488,11.219059851002577,2,6
Big room in Dogali b&b with private bathroom,Campo di Marte,Private room,$49.00,4.69,90,43.7851464,11.2715063,2,2
Big and bright room in Dogali b&b by Theo,Campo di Marte,Private room,$42.00,4.62,110,43.7851464,11.2715063,2,1
Charming artists apartment.,Gavinana Galluzzo,Entire home/apt,$93.00,,0,43.7576559457157,11.241470480839952,3,6
Camera grande e luminosa in dogali b&b by Guido,Campo di Marte,Private room,$63.00,4.75,87,43.7851464,11.2715063,2,1
BellaFlo: Casa con ingresso indipendente in centro,Centro Storico,Entire home/apt,$116.00,4.47,15,43.77363563483095,11.243368573486803,2,4
Charming villa 15' walk to center stunning view,Isolotto Legnaia,Entire home/apt,$405.00,5.0,42,43.76341810707584,11.229945150123587,3,4
Il Pentagramma - 15 minuti dalla stazione SMN,Centro Storico,Entire home/apt,,4.9,31,43.78498,11.23391,31,2
Orto15 Delizioso appartamento a Firenze,Centro Storico,Entire home/apt,$129.00,5.0,104,43.7688032,11.2419789,3,4
Florence Center Duomo Patio King-size beds Jacuzzi,Centro Storico,Entire home/apt,$346.00,4.98,46,43.77929,11.25589,3,5
Luxury Home Il Giglio,Campo di Marte,Entire home/apt,$125.00,4.92,60,43.7865653,11.2629191,2,5
Mansardina Luminosa,Campo di Marte,Entire home/apt,$49.00,4.54,102,43.77018,11.28515,2,1
Opera tres chic nuovissimo A/C free wi fi,Centro Storico,Entire home/apt,$158.00,4.65,20,43.77416727468867,11.254858151078224,3,5
"Adelaide House, Via dello Studio",Centro Storico,Private room,$135.00,4.73,11,43.77129785259405,11.257347196896522,2,2
Oltrarno Cozy Studio,Centro Storico,Entire home/apt,,5.0,3,43.763638894933486,11.245040725820727,20,2
Acacia Firenze - Anteo,Centro Storico,Entire home/apt,$116.00,4.67,12,43.7660066,11.2454054,2,2
Guelfa Charming House,Centro Storico,Entire home/apt,$288.00,4.98,65,43.77917379335045,11.250772140920164,2,6
Keys of Italy-Conce14-1 bedr. apt in St. Croce,Centro Storico,Entire home/apt,$900.00,4.52,56,43.768771,11.265729,1,2
Diladdarno-Florence style APT near PonteVecchio,Centro Storico,Entire home/apt,$334.00,4.82,92,43.7676574,11.2502537,1,5
Keys of Italy - Laura34 - Mezzanine Central Studio,Centro Storico,Entire home/apt,$153.00,4.57,53,43.77595710000001,11.2635494,1,4
Valia Florence San Frediano Bohème,Centro Storico,Entire home/apt,$116.00,4.85,105,43.7688019,11.2414809,1,4
Keys of Italy - F2 -1Bedroom Apt by Santa Croce,Centro Storico,Entire home/apt,$900.00,4.28,25,43.77249130000001,11.2630291,1,4
Luminoso monolocale,Centro Storico,Entire home/apt,$103.00,4.61,92,43.77770193009783,11.25684427678831,3,2
Garden view room with a balcony,Centro Storico,Private room,$84.00,4.86,91,43.76191082983622,11.241497744417485,2,2
COSTA61 - Quiet Charm by Ponte Vecchio (650 ft),Centro Storico,Entire home/apt,$164.00,4.95,146,43.76667933581156,11.25414501875639,1,4
Careggi Gold Colors,Rifredi,Entire home/apt,$113.00,,0,43.80251101357526,11.23774499252854,2,4
Bright Penthouse Suite Two Steps to everything,Centro Storico,Entire home/apt,$159.00,4.88,50,43.77490419999999,11.2690504,2,2
Perfect for Couples and Familie Elegance and Style,Centro Storico,Entire home/apt,$425.00,4.98,120,43.7744589,11.2431045,2,4
Santa Maria 3B,Centro Storico,Entire home/apt,$134.00,4.56,18,43.765243,11.245977,1,4
Acacia Firenze - Azalea,Campo di Marte,Entire home/apt,$233.00,4.94,17,43.7844078,11.2646234,2,5
San Giorgio 80,Centro Storico,Entire home/apt,,5.0,1,43.766796,11.2530981,31,4
La Dimora di Maggie,Rifredi,Entire home/apt,,4.79,28,43.800726,11.2348655,3,4
Liberty room con bagno privato,Centro Storico,Private room,$107.00,4.97,154,43.780643715789175,11.243882788360606,2,2
Mezzo 46,Centro Storico,Entire home/apt,,4.45,11,43.7725489,11.2627157,1,4
Casa nel cuore di Firenze-Interno1,Centro Storico,Entire home/apt,$234.00,4.9,21,43.77871870523039,11.253620768380614,1,4
Light filled apartment Florence,Campo di Marte,Entire home/apt,$92.00,4.78,140,43.7907541,11.2746766,2,3
colazione in terrazza,Rifredi,Entire home/apt,$97.00,4.86,22,43.79156901567275,11.235176986709986,3,4
Luxury Penthouse Ponte vecchio,Centro Storico,Entire home/apt,$378.00,4.75,20,43.7689861,11.2524739,2,2
L'Oasi del Cervo,Rifredi,Entire home/apt,$93.00,4.8,5,43.7934917,11.1621782,2,6
Appartamento Piazzale Michelangelo con posto auto,Gavinana Galluzzo,Entire home/apt,$184.00,,0,43.75713,11.27265,7,4
Stay in a Prestigious Landmark in Florence,Centro Storico,Entire home/apt,$676.00,4.93,67,43.7675122,11.2591917,2,8
Casa Firenze Mille2 Mari,Campo di Marte,Entire home/apt,$95.00,5.0,12,43.7837886,11.2742528,1,4
La casa di Osvalda,Centro Storico,Entire home/apt,$785.00,4.89,9,43.769862279842144,11.241758438401352,2,4
Guelfa 14,Centro Storico,Entire home/apt,$144.00,4.7,10,43.7773259509235,11.2561353168735,1,4
Dei Neri Terrace by Mamo Florence,Centro Storico,Entire home/apt,$221.00,4.71,14,43.76751,11.25931,1,6
"Cozy new restored apartment ""Vittoria Studio""",Isolotto Legnaia,Entire home/apt,$98.00,4.71,78,43.773471234819134,11.233131565396866,1,3
Room Eleven-Uffizi (single room),Centro Storico,Private room,$106.00,4.62,37,43.77356,11.25808,1,1
Torrigiani  garden view - San Frediano,Centro Storico,Entire home/apt,$207.00,4.88,25,43.7665398,11.2423614,2,4
Romantic Room Duomo - DUOMO,Centro Storico,Private room,$95.00,4.57,51,43.77379367825812,11.26019493887216,1,2
Romantic Room Duomo-SANTA CROCE,Centro Storico,Private room,$87.00,4.57,86,43.77370584376296,11.259599517687098,1,2
Chiara Apartment,Centro Storico,Entire home/apt,$154.00,4.56,25,43.7772395615972,11.2531758588955,1,3
Romantic Room Duomo-Santa Maria,Centro Storico,Private room,$99.00,4.49,59,43.7739,11.25873,1,2
La camera di LadA,Rifredi,Private room,$62.00,4.88,43,43.79073,11.22155,31,1
Casa Rosanna,Isolotto Legnaia,Entire home/apt,$70.00,4.56,52,43.77387,11.22424,1,2
Vin Novo Rooms & Apartments 107,Centro Storico,Private room,,4.5,2,43.775887264768,11.245246988360613,1,2
Large 2BR Apartment Near Piazza San Marco,Centro Storico,Private room,$203.00,4.29,7,43.78244,11.25896,3,6
[Blue Nest Signoria] Penthouse Duomo view Uffizi,Centro Storico,Entire home/apt,$262.00,5.0,109,43.77006285247434,11.25687173704343,1,2
Charming & Modern Apartment near Santo Spirito,Centro Storico,Entire home/apt,$130.00,4.54,28,43.7668980139018,11.246206265865496,5,4
Small Heaven in Florentine hills,Campo di Marte,Entire home/apt,$87.00,4.7,40,43.782749,11.32183,1,3
Apt vicino al centro 5pax 2camere 2bagni,Rifredi,Entire home/apt,$99.00,4.78,94,43.7923886633504,11.213861941103808,2,5
"Oltrarno Deluxe, Florence",Centro Storico,Entire home/apt,$188.00,4.86,37,43.76544671975477,11.24465897053278,2,4
Historical apartment in Villa,Rifredi,Entire home/apt,,4.95,37,43.80334843791722,11.252819939850944,2,5
Splendido appartamento- Centro Storico,Centro Storico,Private room,$95.00,4.88,8,43.78273,11.25994,2,2
Appartamento silenzioso e grazioso,Rifredi,Entire home/apt,$96.00,5.0,41,43.79653859881796,11.238948662621784,2,3
B&B Casa Rossa,Campo di Marte,Private room,,4.9,21,43.78195272896773,11.28644005653241,3,2
"New! Le Ruote. Central, bright and full A/C.",Centro Storico,Entire home/apt,$127.00,4.93,173,43.78064313078819,11.257878168786617,1,4
"Bianca Home breathtaking Terrace,view of Florence!",Centro Storico,Entire home/apt,$229.00,4.35,31,43.77141291044715,11.265468626881278,2,5
Sun Frediano Suite,Centro Storico,Entire home/apt,$87.00,4.67,129,43.76962517340077,11.244607418775558,2,2
"Micheli Apartment, Firenze",Centro Storico,Entire home/apt,$248.00,4.92,111,43.78025657250875,11.26051638650818,2,8
Camera Singola - Hotel Alinari - Stazione Firenze,Centro Storico,Private room,$200.00,4.81,21,43.7754,11.25104,1,1
Nest at Palazzo Vecchio,Centro Storico,Entire home/apt,$212.00,4.94,204,43.76918,11.25884,1,5
B&B Casa Rossa,Campo di Marte,Private room,$110.00,5.0,11,43.781350358421705,11.285287402101378,3,3
B&B Casa Rossa,Campo di Marte,Private room,$70.00,4.82,11,43.78268754883515,11.287588269312032,3,1
Exceptional family flat with terrace,Centro Storico,Entire home/apt,$333.00,5.0,5,43.77386757364254,11.267850208348555,4,6
Visconte Filippo Dimora degli Affreschi Florence,Centro Storico,Entire home/apt,"$1,422.00",5.0,29,43.767312758796,11.259412682803,1,8
Charming Oltrarno Historic 3 Bedrooms Apartment,Centro Storico,Entire home/apt,$297.00,4.62,84,43.766189609191386,11.248863033776102,1,8
Cosy and quiet flat in the centre of Florence,Centro Storico,Entire home/apt,,4.94,32,43.77303905514872,11.246086884639327,2,4
Nest in a Florentine Palace Lussuoso,Centro Storico,Entire home/apt,$155.00,4.98,82,43.78051,11.25744,2,2
Florentine Gem Apartment,Centro Storico,Entire home/apt,$146.00,4.88,89,43.7695994,11.2605043,3,5
(House in the heart of the city) - Florence,Centro Storico,Entire home/apt,$216.00,4.95,151,43.77034,11.25167,2,4
Donna Lipsi - La Dimora degli Affreschi Florence,Centro Storico,Entire home/apt,$951.00,5.0,21,43.767312758796,11.259412682803,1,6
Faenza Terrace -Lovely 2 bedroom,Centro Storico,Entire home/apt,$188.00,4.8,5,43.77946,11.24969,1,6
The San Lorenzo Market Apartment,Centro Storico,Entire home/apt,$385.00,4.94,80,43.7765601134018,11.25218493743438,2,6
Borgo Pinti Twenty,Centro Storico,Entire home/apt,$143.00,4.82,79,43.77258399041759,11.262517745368976,2,4
Chandelier apartment,Centro Storico,Entire home/apt,$322.00,5.0,2,43.77424,11.24562,1,4
[San Marco White]Appartamento+Garage su richiesta,Centro Storico,Entire home/apt,,4.95,39,43.78004929999999,11.2612959,1,4
De' Servi Suite al Duomo,Centro Storico,Entire home/apt,$223.00,4.5,2,43.7755681,11.2596719,3,4
Sole Flat A pochi passi da Via Tornabuoni,Centro Storico,Entire home/apt,$145.00,4.8,49,43.77334298065591,11.249674766675902,3,2
En-suite bedroom in Novoli,Rifredi,Private room,$70.00,4.88,24,43.7959732,11.2134686,2,2
MariaTeresa Ferdinanda Apartment,Centro Storico,Entire home/apt,,,0,43.7711083379054,11.249048486351969,364,4
Florentine Experience in Santa Croce,Centro Storico,Entire home/apt,$190.00,4.45,20,43.769734,11.2641342,2,9
350mt da Tram Nuovo e moderno stile Urban Chic,Isolotto Legnaia,Entire home/apt,$97.00,4.9,96,43.7716816,11.2191731,1,6
City center from TOP No Lift(2bedrooms2 bathrooms),Centro Storico,Entire home/apt,$118.00,4.37,67,43.77787,11.25181,60,6
Monolocale centrale,Rifredi,Entire home/apt,$74.00,4.93,86,43.7889038,11.2382984,4,2
"Apartment downtown modern with garden, Florence",Isolotto Legnaia,Entire home/apt,$95.00,4.92,50,43.7709841,11.2362074,2,4
Luminoso e Moderno - Vicino al Centro e Tram T1,Centro Storico,Entire home/apt,$132.00,4.69,88,43.7791381,11.2385157,31,5
.2 Uffizi High Floor Apartment,Centro Storico,Entire home/apt,$169.00,4.98,113,43.76914,11.25728,4,5
Blue Apartment Firenze - 7 minutes to city center,Isolotto Legnaia,Entire home/apt,$82.00,4.81,43,43.77390558499997,11.218843874739854,2,4
Santa Croce Top By MMega,Centro Storico,Entire home/apt,$167.00,4.26,19,43.76957,11.26126,2,2
Marchesa Olympia Dimora degli Affreschi Florence,Centro Storico,Entire home/apt,$887.00,4.91,11,43.767312758796,11.259412682803,1,6
Borgo Pinti panorama,Centro Storico,Entire home/apt,$423.00,4.75,4,43.77201325295066,11.263427788273331,1,6
Casa Leoni,Centro Storico,Entire home/apt,$100.00,4.68,34,43.78409952546821,11.229071169836406,2,6
Casa Silvia - Honeymoon flat with green terrace,Centro Storico,Entire home/apt,$174.00,4.91,44,43.7805987,11.2635374,31,4
Residence Saponai Ponte Vecchio,Centro Storico,Entire home/apt,$153.00,4.99,100,43.7676486,11.2574303,2,2
Leopolda Family - Florence Dolce Vita,Centro Storico,Entire home/apt,$122.00,,0,43.78209313518213,11.237006038427351,1,4
Leopolda Chambre - Florence Dolce Vita,Centro Storico,Entire home/apt,$135.00,,0,43.7818955,11.2368907,1,2
Casa Sofia,Centro Storico,Entire home/apt,$124.00,4.76,46,43.77889,11.25478,1,2
Vintage apartments in the heart of Florence,Centro Storico,Entire home/apt,$108.00,4.82,141,43.7703638,11.2602835,1,2
Room Elisabetta private bathroom,Campo di Marte,Private room,$66.00,4.88,8,43.76661,11.28193,2,1
Casa incantevole con vista duomo,Centro Storico,Entire home/apt,$150.00,4.91,88,43.77033,11.26574,2,2
LOFT - Suggestivo Open Space,Centro Storico,Entire home/apt,$83.00,4.58,26,43.76721203519655,11.245003593296484,3,2
Casper Apartment by Mamo Florence,Centro Storico,Entire home/apt,$156.00,4.71,62,43.76952,11.24666,1,5
Guicciardini Second Floor,Centro Storico,Entire home/apt,$157.00,4.33,3,43.7669212,11.25158,1,4
Bi-locale Donatello,Gavinana Galluzzo,Private room,$106.00,,0,43.76373,11.27314,1,3
La Domo di Letizia - Sweet Dreams in Florence,Centro Storico,Entire home/apt,$640.00,4.74,19,43.77298240686766,11.244291734252991,1,7
Florence Heart Santa Maria Novella - Central,Centro Storico,Entire home/apt,$162.00,4.91,75,43.77828,11.24369,1,6
elegante alloggio in Oltrarno,Centro Storico,Entire home/apt,$131.00,5.0,3,43.76501,11.24542,6,4
Bamboo studio,Campo di Marte,Entire home/apt,$73.00,4.81,42,43.7649298,11.3008763,2,4
Orcagna apartment by Interhome,Campo di Marte,Entire home/apt,$105.00,4.2,5,43.7665027,11.2744151,1,2
Demidoff 27 Super Confort 2,Rifredi,Private room,$61.00,4.86,22,43.78834785128348,11.22790636085206,2,2
Celeste Apartment-San Frediano,Isolotto Legnaia,Entire home/apt,$177.00,2.0,1,43.76743,11.23782,2,5
Badesse Apartment,Centro Storico,Entire home/apt,$118.00,4.6,10,43.77106,11.26173,1,4
Internoquattro7a - Contemporary Living Space,Rifredi,Entire home/apt,,5.0,1,43.7889465282692,11.23774642327882,2,2
Palazzo Delle Croci - Madaro Suite,Centro Storico,Entire home/apt,$794.00,,0,43.76944067864225,11.260197387093037,1,6
Palazzo Delle Croci - Donato Suite,Centro Storico,Entire home/apt,$690.00,5.0,1,43.76953713562448,11.26161268100414,1,7
Palazzo Delle Croci - Aldo Suite,Centro Storico,Entire home/apt,$794.00,,0,43.76976090727913,11.260092581609973,1,6
Palazzo Delle Croci - Luigi Suite,Centro Storico,Entire home/apt,$748.00,,0,43.76958,11.26033,1,6
Palazzo Delle Croci - Mirante Suite,Centro Storico,Entire home/apt,$552.00,,0,43.76946169665375,11.261358724239551,1,4
Palazzo Delle Croci - Mino Suite,Centro Storico,Entire home/apt,$506.00,,0,43.76955,11.26188,1,3
Palazzo Delle Croci - Bertevello Suite,Centro Storico,Entire home/apt,,,0,43.76939818298407,11.261949400099075,1,6
Palazzo Delle Croci - Levante Suite,Centro Storico,Entire home/apt,$460.00,,0,43.76816703039416,11.26180271709991,1,5
Palazzo Delle Croci - Benarrivo Suite,Centro Storico,Entire home/apt,$690.00,,0,43.76917,11.26208,1,5
Pitti 8 with amazing view,Centro Storico,Entire home/apt,$268.00,5.0,3,43.76612,11.248,1,4
Belle Donne - Charming Apartment,Centro Storico,Entire home/apt,$150.00,4.83,40,43.77359,11.25073,2,3
Classic italian double room,Centro Storico,Private room,$123.00,4.87,30,43.78442131444281,11.234772111695376,5,2
Design Apartment City Centre with private patio,Centro Storico,Entire home/apt,,5.0,26,43.78113320000001,11.2569939,3,4
"Elegante appartamento, Borgo San Jacopo",Centro Storico,Entire home/apt,$278.00,4.99,86,43.767905165385145,11.250691722090169,2,2
San Niccolò Tuscan Nest,Centro Storico,Entire home/apt,$182.00,4.5,2,43.76384,11.26035,1,6
San Niccolò Elegant Apartment,Centro Storico,Entire home/apt,$188.00,4.67,6,43.7636,11.26043,1,6
Principe Ludovico Dimora degli Affreschi Florence,Centro Storico,Entire home/apt,$992.00,5.0,25,43.767312758796,11.259412682803,1,6
Tranquil & Modern Apartment outside ZTL,Gavinana Galluzzo,Entire home/apt,$81.00,4.6,10,43.74064550801049,11.222433739336513,3,4
Don Tommaso - Dimora degli Affreschi Florence,Centro Storico,Entire home/apt,$880.00,4.98,42,43.767312758796,11.259412682803,1,6
Live like a Florentine next to Santa Croce Square,Centro Storico,Entire home/apt,$162.00,4.68,82,43.76936620752988,11.264327235386084,1,4
Lungarno 32 with  private parking,Campo di Marte,Entire home/apt,$195.00,4.89,36,43.76586384579718,11.281089500000014,2,6
Leonardo luxury apartment,Centro Storico,Entire home/apt,$176.00,5.0,2,43.7768739,11.2514536,2,4
Cozy & Quiet Retreat ~ Prato District cls Station,Centro Storico,Entire home/apt,$141.00,4.88,101,43.7764213,11.2402071,2,4
Camera Claudia San Donato,Rifredi,Private room,$49.00,4.96,27,43.79156419626094,11.234368198681898,1,2
Sunny home,Centro Storico,Entire home/apt,$114.00,4.91,34,43.7727004,11.2673438,2,3
Frame House,Centro Storico,Entire home/apt,$270.00,4.94,66,43.77147973350519,11.257391162216663,2,6
Mon Amour Oltrarno,Centro Storico,Entire home/apt,,4.8,15,43.76722821943734,11.244926266372204,7,2
Ponte Vecchio's Penthouse,Centro Storico,Entire home/apt,,4.81,31,43.768972146852114,11.253561673016357,2,3
Feel the city vibes! Bright apt in the city center,Centro Storico,Entire home/apt,$133.00,4.82,71,43.7716548,11.2482285,2,5
"Super bright ""Piano"" apartment",Campo di Marte,Entire home/apt,$298.00,5.0,1,43.7839103,11.2894484,3,5
Donna di Fiori Florence Home,Centro Storico,Entire home/apt,$110.00,4.6,10,43.7625964,11.2717232,2,2
B-suite | Top-floor charming apartment,Centro Storico,Entire home/apt,$143.00,4.97,100,43.7728301,11.2474012,3,4
Happy Florence Ghibellina,Centro Storico,Entire home/apt,$102.00,4.67,33,43.76904,11.26338,2,2
Casa Mora,Campo di Marte,Entire home/apt,$130.00,4.93,45,43.7793632,11.2723692,2,4
Happy home in Florence,Campo di Marte,Entire home/apt,$80.00,4.94,52,43.78693209530698,11.26970227473425,2,4
Boutique apartment in the heart of Florence,Centro Storico,Entire home/apt,,4.0,11,43.76868311954612,11.2547592446208,14,2
MusArt Green-Room,Centro Storico,Private room,$102.00,4.95,140,43.78268811935962,11.242251768708227,2,2
Maison Hugo,Centro Storico,Entire home/apt,$233.00,4.93,14,43.7684155,11.2430554,2,4
